,speciesID,scientificname,family,order,class,subdivision,data,raw.points,extent.xmin,extent.xmax,extent.ymin,extent.ymax,lon_hist,lat_hist,Centrl,rng_size,tmax_wt,tmax_sp,tmax_sm,tmax_at,tmin_wt,tmin_sp,tmin_sm,tmin_at,tave_wt,tave_sp,tave_sm,tave_at,ppt_wt,ppt_sp,ppt_sm,ppt_at,dd_0_wt,dd_0_sp,dd_0_sm,dd_0_at,dd5_wt,dd5_sp,dd5_sm,dd5_at,nffd_wt,nffd_sp,nffd_sm,nffd_at,pas_wt,pas_sp,pas_sm,pas_at,eref_wt,eref_sp,eref_sm,eref_at,cmd_wt,cmd_sp,cmd_sm,cmd_at,mat,mwmt,mcmt,td,map,ahm,dd_0,dd5,nffd,pas,emt,ext,eref,cmd
1349,731,Achillea thracica,Asteraceae,Asterales,Magnoliopsida,Spermatophytina,Native region,50,19.9999992,29.99999916,40.99999947,48.49999944,23.24999919,48.24999945,44.74999946,7.49999997,-0.6,11.5,20.6,11.8,-6.7,2.1,10.3,3.1,-36,68,154,74,166,199,298,161,414,51,0,38,21,336,960,363,2,38,92,41,86,6,1,6,0,187,311,112,0,4,20,8,6.5,16.1,-5.2,21.3,824,20,502,1680,174,99,-29.9,31.3,610,32
1383,29854,Microbiota decussata,Cupressaceae,Pinales,Pinopsida,Spermatophytina,Maxent prediction,15,129.9999988,139.4999987,41.99999947,48.49999944,137.2499987,48.24999945,45.24999946,6.49999997,-13.9,2.7,17.3,5.3,-23.2,-7,8.8,-3.8,-186,-21,130,8,62,167,452,227,1677,405,0,310,0,57,742,173,0,1,92,30,62,96,3,96,0,71,263,81,0,0,0,0,-1.7,14.7,-20.6,35.3,908,9.1,2392,972,123,256,-46.5,33.8,415,0
1418,4271,Astragalus peterfii,Fabaceae,Fabales,Magnoliopsida,Spermatophytina,Native region,50,19.9999992,29.99999916,43.49999946,48.49999944,23.24999919,48.24999945,45.99999945,4.99999998,-0.6,11.5,20.6,11.8,-6.7,2.1,10.3,3.1,-36,68,154,74,166,199,298,161,414,51,0,38,21,336,960,363,2,38,92,41,86,6,1,6,0,187,311,112,0,4,20,8,6.5,16.1,-5.2,21.3,824,20,502,1680,174,99,-29.9,31.3,610,32
1255,13292,Cytisus emeriflorus,Fabaceae,Fabales,Magnoliopsida,Spermatophytina,Maxent prediction,6,5.499999256,18.9999992,37.49999949,47.99999945,6.749999251,47.74999945,42.74999947,10.49999996,2.1,11.2,20.3,12.3,-3.4,2.4,10.1,4.4,-6,68,152,83,597,404,370,487,227,35,0,27,46,310,944,416,7,38,92,57,117,9,1,10,0,182,309,112,0,0,0,0,7.4,16.1,-1.4,17.4,1858,9.4,288,1717,194,137,-25.9,30,603,0
21,8614,Cenchrus tribuloides,Poaceae,Poales,Liliopsida,Spermatophytina,Maxent prediction,24,-94.50000034,-29.5000006,-34.00000023,47.49999945,-69.75000044,47.24999945,6.74999961,81.49999968,-6.1,7.6,22.3,9.8,-17.2,-4.4,9.8,0.1,-116,16,161,49,206,225,304,276,1047,233,0,101,2,155,1021,257,0,11,92,31,203,105,1,55,0,148,354,98,0,9,53,0,2.7,17.4,-13.3,30.7,1010,12.6,1381,1435,134,363,-40.3,34.4,600,62
29,27254,Lycium shawii,Solanaceae,Solanales,Magnoliopsida,Spermatophytina,Maxent prediction,72,6.499999252,89.99999892,-31.50000024,47.49999945,11.24999923,47.24999945,7.999999605,78.99999969,2.8,13.5,22.1,13.9,-5.4,2.6,10.9,4,-13,80,165,89,114,169,331,166,264,26,0,25,39,397,1059,464,4,42,92,53,29,2,0,2,0,212,339,129,0,44,16,0,8,17.3,-2.3,19.6,780,23.1,315,1959,190,34,-28.7,31.7,680,60
205,16860,Ephedra foeminea,Ephedraceae,Ephedrales,Gnetopsida,Spermatophytina,Maxent prediction,189,6.499999252,55.99999905,-2.000000354,47.49999945,11.24999923,47.24999945,22.74999955,49.4999998,2.8,13.5,22.1,13.9,-5.4,2.6,10.9,4,-13,80,165,89,114,169,331,166,264,26,0,25,39,397,1059,464,4,42,92,53,29,2,0,2,0,212,339,129,0,44,16,0,8,17.3,-2.3,19.6,780,23.1,315,1959,190,34,-28.7,31.7,680,60
278,6393,Bromus fasciculatus,Poaceae,Poales,Liliopsida,Spermatophytina,Maxent prediction,84,-13.50000067,74.99999898,2.999999626,47.49999945,11.24999923,47.24999945,25.24999954,44.49999982,2.8,13.5,22.1,13.9,-5.4,2.6,10.9,4,-13,80,165,89,114,169,331,166,264,26,0,25,39,397,1059,464,4,42,92,53,29,2,0,2,0,212,339,129,0,44,16,0,8,17.3,-2.3,19.6,780,23.1,315,1959,190,34,-28.7,31.7,680,60
449,6269,Brassica fruticulosa,Brassicaceae,Brassicales,Magnoliopsida,Spermatophytina,Maxent prediction,198,-87.00000037,23.49999918,11.99999959,47.49999945,11.24999923,47.24999945,29.74999952,35.49999986,2.8,13.5,22.1,13.9,-5.4,2.6,10.9,4,-13,80,165,89,114,169,331,166,264,26,0,25,39,397,1059,464,4,42,92,53,29,2,0,2,0,212,339,129,0,44,16,0,8,17.3,-2.3,19.6,780,23.1,315,1959,190,34,-28.7,31.7,680,60
531,4012,Asparagus aphyllus,Asparagaceae,Asparagales,Liliopsida,Spermatophytina,Maxent prediction,705,-13.50000067,55.99999905,15.49999958,47.49999945,11.24999923,47.24999945,31.49999952,31.99999987,2.8,13.5,22.1,13.9,-5.4,2.6,10.9,4,-13,80,165,89,114,169,331,166,264,26,0,25,39,397,1059,464,4,42,92,53,29,2,0,2,0,212,339,129,0,44,16,0,8,17.3,-2.3,19.6,780,23.1,315,1959,190,34,-28.7,31.7,680,60
602,1129,Aegilops ventricosa,Poaceae,Poales,Liliopsida,Spermatophytina,Maxent prediction,99,-13.50000067,50.49999908,18.49999956,47.49999945,11.24999923,47.24999945,32.99999951,28.99999989,2.8,13.5,22.1,13.9,-5.4,2.6,10.9,4,-13,80,165,89,114,169,331,166,264,26,0,25,39,397,1059,464,4,42,92,53,29,2,0,2,0,212,339,129,0,44,16,0,8,17.3,-2.3,19.6,780,23.1,315,1959,190,34,-28.7,31.7,680,60
621,25857,Lathyrus digitatus,Fabaceae,Fabales,Magnoliopsida,Spermatophytina,Maxent prediction,67,6.499999252,44.9999991,18.99999956,47.49999945,11.24999923,47.24999945,33.24999951,28.49999989,2.8,13.5,22.1,13.9,-5.4,2.6,10.9,4,-13,80,165,89,114,169,331,166,264,26,0,25,39,397,1059,464,4,42,92,53,29,2,0,2,0,212,339,129,0,44,16,0,8,17.3,-2.3,19.6,780,23.1,315,1959,190,34,-28.7,31.7,680,60
697,46286,Vicia articulata,Fabaceae,Fabales,Magnoliopsida,Spermatophytina,Maxent prediction,34,-17.50000065,48.99999908,21.49999955,47.49999945,11.24999923,47.24999945,34.4999995,25.9999999,2.8,13.5,22.1,13.9,-5.4,2.6,10.9,4,-13,80,165,89,114,169,331,166,264,26,0,25,39,397,1059,464,4,42,92,53,29,2,0,2,0,212,339,129,0,44,16,0,8,17.3,-2.3,19.6,780,23.1,315,1959,190,34,-28.7,31.7,680,60
802,9919,Clethra alnifolia,Clethraceae,Ericales,Magnoliopsida,Spermatophytina,Maxent prediction,10,-107.0000003,-59.50000048,24.49999954,47.49999945,-69.75000044,47.24999945,35.9999995,22.99999991,-6.1,7.6,22.3,9.8,-17.2,-4.4,9.8,0.1,-116,16,161,49,206,225,304,276,1047,233,0,101,2,155,1021,257,0,11,92,31,203,105,1,55,0,148,354,98,0,9,53,0,2.7,17.4,-13.3,30.7,1010,12.6,1381,1435,134,363,-40.3,34.4,600,62
821,25871,Lathyrus laxiflorus,Fabaceae,Fabales,Magnoliopsida,Spermatophytina,Maxent prediction,255,6.499999252,63.49999902,24.99999954,47.49999945,11.24999923,47.24999945,36.2499995,22.49999991,2.8,13.5,22.1,13.9,-5.4,2.6,10.9,4,-13,80,165,89,114,169,331,166,264,26,0,25,39,397,1059,464,4,42,92,53,29,2,0,2,0,212,339,129,0,44,16,0,8,17.3,-2.3,19.6,780,23.1,315,1959,190,34,-28.7,31.7,680,60
950,7136,Calamagrostis coarctata,Poaceae,Poales,Liliopsida,Spermatophytina,Maxent prediction,24,-94.50000034,-66.50000046,28.49999952,47.49999945,-69.75000044,47.24999945,37.99999949,18.99999993,-6.1,7.6,22.3,9.8,-17.2,-4.4,9.8,0.1,-116,16,161,49,206,225,304,276,1047,233,0,101,2,155,1021,257,0,11,92,31,203,105,1,55,0,148,354,98,0,9,53,0,2.7,17.4,-13.3,30.7,1010,12.6,1381,1435,134,363,-40.3,34.4,600,62
973,37325,Prunus cocomilia,Rosaceae,Rosales,Magnoliopsida,Spermatophytina,Maxent prediction,46,6.499999252,44.9999991,28.99999952,47.49999945,11.24999923,47.24999945,38.24999949,18.49999993,2.8,13.5,22.1,13.9,-5.4,2.6,10.9,4,-13,80,165,89,114,169,331,166,264,26,0,25,39,397,1059,464,4,42,92,53,29,2,0,2,0,212,339,129,0,44,16,0,8,17.3,-2.3,19.6,780,23.1,315,1959,190,34,-28.7,31.7,680,60
1017,39323,Rhododendron maximum,Ericaceae,Ericales,Magnoliopsida,Spermatophytina,Maxent prediction,885,-90.50000036,-66.50000046,29.99999952,47.49999945,-69.75000044,47.24999945,38.74999949,17.49999993,-6.1,7.6,22.3,9.8,-17.2,-4.4,9.8,0.1,-116,16,161,49,206,225,304,276,1047,233,0,101,2,155,1021,257,0,11,92,31,203,105,1,55,0,148,354,98,0,9,53,0,2.7,17.4,-13.3,30.7,1010,12.6,1381,1435,134,363,-40.3,34.4,600,62
1085,4924,Barbarea sicula,Brassicaceae,Brassicales,Magnoliopsida,Spermatophytina,Maxent prediction,13,6.499999252,42.49999911,31.99999951,47.49999945,11.24999923,47.24999945,39.74999948,15.49999994,2.8,13.5,22.1,13.9,-5.4,2.6,10.9,4,-13,80,165,89,114,169,331,166,264,26,0,25,39,397,1059,464,4,42,92,53,29,2,0,2,0,212,339,129,0,44,16,0,8,17.3,-2.3,19.6,780,23.1,315,1959,190,34,-28.7,31.7,680,60
1172,1987,Allium amethystinum,Amaryllidaceae,Asparagales,Liliopsida,Spermatophytina,Maxent prediction,42,6.499999252,44.9999991,34.4999995,47.49999945,11.24999923,47.24999945,40.99999948,12.99999995,2.8,13.5,22.1,13.9,-5.4,2.6,10.9,4,-13,80,165,89,114,169,331,166,264,26,0,25,39,397,1059,464,4,42,92,53,29,2,0,2,0,212,339,129,0,44,16,0,8,17.3,-2.3,19.6,780,23.1,315,1959,190,34,-28.7,31.7,680,60
1208,2002,Allium breviradium,Amaryllidaceae,Asparagales,Liliopsida,Spermatophytina,Maxent prediction,19,6.499999252,28.99999916,35.4999995,47.49999945,11.24999923,47.24999945,41.49999948,11.99999995,2.8,13.5,22.1,13.9,-5.4,2.6,10.9,4,-13,80,165,89,114,169,331,166,264,26,0,25,39,397,1059,464,4,42,92,53,29,2,0,2,0,212,339,129,0,44,16,0,8,17.3,-2.3,19.6,780,23.1,315,1959,190,34,-28.7,31.7,680,60
1239,2075,Allium permixtum,Amaryllidaceae,Asparagales,Liliopsida,Spermatophytina,Native region,50,6.499999252,18.9999992,36.49999949,47.49999945,11.24999923,47.24999945,41.99999947,10.99999996,2.8,13.5,22.1,13.9,-5.4,2.6,10.9,4,-13,80,165,89,114,169,331,166,264,26,0,25,39,397,1059,464,4,42,92,53,29,2,0,2,0,212,339,129,0,44,16,0,8,17.3,-2.3,19.6,780,23.1,315,1959,190,34,-28.7,31.7,680,60
1240,37364,Prunus maritima,Rosaceae,Rosales,Magnoliopsida,Spermatophytina,Maxent prediction,52,-84.00000039,-66.50000046,36.49999949,47.49999945,-69.75000044,47.24999945,41.99999947,10.99999996,-6.1,7.6,22.3,9.8,-17.2,-4.4,9.8,0.1,-116,16,161,49,206,225,304,276,1047,233,0,101,2,155,1021,257,0,11,92,31,203,105,1,55,0,148,354,98,0,9,53,0,2.7,17.4,-13.3,30.7,1010,12.6,1381,1435,134,363,-40.3,34.4,600,62
1273,1090,Adonis distorta,Ranunculaceae,Ranunculales,Magnoliopsida,Spermatophytina,Occurrence data,2,6.499999252,18.9999992,37.49999949,47.49999945,11.24999923,47.24999945,42.49999947,9.99999996,2.8,13.5,22.1,13.9,-5.4,2.6,10.9,4,-13,80,165,89,114,169,331,166,264,26,0,25,39,397,1059,464,4,42,92,53,29,2,0,2,0,212,339,129,0,44,16,0,8,17.3,-2.3,19.6,780,23.1,315,1959,190,34,-28.7,31.7,680,60
838,621,Acer hyrcanum,Sapindaceae,Sapindales,Magnoliopsida,Spermatophytina,Maxent prediction,44,12.99999923,63.49999902,24.99999954,46.99999945,13.74999922,46.74999945,35.9999995,21.99999991,-0.5,8.9,18.5,10,-8.2,-1.1,7.4,1.3,-43,39,130,57,148,258,396,252,465,87,0,63,16,170,737,263,2,17,92,33,94,37,3,22,0,139,303,110,0,0,0,0,4.5,13.8,-5.3,19.1,1055,13.8,615,1185,144,156,-31.9,28.8,552,0
996,3894,Arrhenatherum palaestinum,Poaceae,Poales,Liliopsida,Spermatophytina,Maxent prediction,136,12.99999923,48.99999908,28.99999952,46.99999945,13.74999922,46.74999945,37.99999949,17.99999993,-0.5,8.9,18.5,10,-8.2,-1.1,7.4,1.3,-43,39,130,57,148,258,396,252,465,87,0,63,16,170,737,263,2,17,92,33,94,37,3,22,0,139,303,110,0,0,0,0,4.5,13.8,-5.3,19.1,1055,13.8,615,1185,144,156,-31.9,28.8,552,0
1189,20210,Fritillaria graeca,Liliaceae,Liliales,Liliopsida,Spermatophytina,Maxent prediction,30,12.99999923,27.49999917,34.4999995,46.99999945,13.74999922,46.74999945,40.74999948,12.49999995,-0.5,8.9,18.5,10,-8.2,-1.1,7.4,1.3,-43,39,130,57,148,258,396,252,465,87,0,63,16,170,737,263,2,17,92,33,94,37,3,22,0,139,303,110,0,0,0,0,4.5,13.8,-5.3,19.1,1055,13.8,615,1185,144,156,-31.9,28.8,552,0
1209,1265,Aesculus hippocastanum,Sapindaceae,Sapindales,Magnoliopsida,Spermatophytina,Maxent prediction,315,12.99999923,66.99999901,34.9999995,46.99999945,13.74999922,46.74999945,40.99999948,11.99999995,-0.5,8.9,18.5,10,-8.2,-1.1,7.4,1.3,-43,39,130,57,148,258,396,252,465,87,0,63,16,170,737,263,2,17,92,33,94,37,3,22,0,139,303,110,0,0,0,0,4.5,13.8,-5.3,19.1,1055,13.8,615,1185,144,156,-31.9,28.8,552,0
1228,617,Acer heldreichii,Sapindaceae,Sapindales,Magnoliopsida,Spermatophytina,Maxent prediction,17,12.99999923,28.99999916,35.4999995,46.99999945,13.74999922,46.74999945,41.24999948,11.49999995,-0.5,8.9,18.5,10,-8.2,-1.1,7.4,1.3,-43,39,130,57,148,258,396,252,465,87,0,63,16,170,737,263,2,17,92,33,94,37,3,22,0,139,303,110,0,0,0,0,4.5,13.8,-5.3,19.1,1055,13.8,615,1185,144,156,-31.9,28.8,552,0
1358,3478,Arabis scopoliana,Brassicaceae,Brassicales,Magnoliopsida,Spermatophytina,Occurrence data,4,12.99999923,23.49999918,39.49999948,46.99999945,13.74999922,46.74999945,43.24999947,7.49999997,-0.5,8.9,18.5,10,-8.2,-1.1,7.4,1.3,-43,39,130,57,148,258,396,252,465,87,0,63,16,170,737,263,2,17,92,33,94,37,3,22,0,139,303,110,0,0,0,0,4.5,13.8,-5.3,19.1,1055,13.8,615,1185,144,156,-31.9,28.8,552,0
1387,1787,Aira scoparia,Poaceae,Poales,Liliopsida,Spermatophytina,Native region,50,12.99999923,23.49999918,40.49999948,46.99999945,13.74999922,46.74999945,43.74999947,6.49999997,-0.5,8.9,18.5,10,-8.2,-1.1,7.4,1.3,-43,39,130,57,148,258,396,252,465,87,0,63,16,170,737,263,2,17,92,33,94,37,3,22,0,139,303,110,0,0,0,0,4.5,13.8,-5.3,19.1,1055,13.8,615,1185,144,156,-31.9,28.8,552,0
555,35694,Pistacia atlantica,Anacardiaceae,Sapindales,Magnoliopsida,Spermatophytina,Maxent prediction,148,-18.50000065,75.49999898,15.49999958,46.49999945,33.74999914,46.24999945,30.99999952,30.99999987,2.6,14.7,27.6,16,-3.8,4.5,15,5.9,-6,96,213,110,97,90,120,94,232,31,0,12,50,544,1497,604,5,56,92,62,20,1,0,0,12,229,414,147,0,139,294,68,10.3,22.2,-2.1,24.4,402,50.6,276,2696,215,21,-25.2,38.1,802,501
858,44777,Tilia dasystyla,Malvaceae,Malvales,Magnoliopsida,Spermatophytina,Native region,50,31.99999915,63.49999902,24.99999954,46.49999945,33.74999914,46.24999945,35.7499995,21.49999991,2.6,14.7,27.6,16,-3.8,4.5,15,5.9,-6,96,213,110,97,90,120,94,232,31,0,12,50,544,1497,604,5,56,92,62,20,1,0,0,12,229,414,147,0,139,294,68,10.3,22.2,-2.1,24.4,402,50.6,276,2696,215,21,-25.2,38.1,802,501
1018,3568,Arbutus andrachne,Ericaceae,Ericales,Magnoliopsida,Spermatophytina,Maxent prediction,209,18.9999992,50.49999908,28.99999952,46.49999945,33.74999914,46.24999945,37.74999949,17.49999993,2.6,14.7,27.6,16,-3.8,4.5,15,5.9,-6,96,213,110,97,90,120,94,232,31,0,12,50,544,1497,604,5,56,92,62,20,1,0,0,12,229,414,147,0,139,294,68,10.3,22.2,-2.1,24.4,402,50.6,276,2696,215,21,-25.2,38.1,802,501
1247,24852,Isatis tomentella,Brassicaceae,Brassicales,Magnoliopsida,Spermatophytina,Maxent prediction,18,18.9999992,44.9999991,35.4999995,46.49999945,33.74999914,46.24999945,40.99999948,10.99999995,2.6,14.7,27.6,16,-3.8,4.5,15,5.9,-6,96,213,110,97,90,120,94,232,31,0,12,50,544,1497,604,5,56,92,62,20,1,0,0,12,229,414,147,0,139,294,68,10.3,22.2,-2.1,24.4,402,50.6,276,2696,215,21,-25.2,38.1,802,501
1388,41773,Sisymbrium confertum,Brassicaceae,Brassicales,Magnoliopsida,Spermatophytina,Native region,50,25.49999918,36.99999913,39.99999948,46.49999945,33.74999914,46.24999945,43.24999947,6.49999997,2.6,14.7,27.6,16,-3.8,4.5,15,5.9,-6,96,213,110,97,90,120,94,232,31,0,12,50,544,1497,604,5,56,92,62,20,1,0,0,12,229,414,147,0,139,294,68,10.3,22.2,-2.1,24.4,402,50.6,276,2696,215,21,-25.2,38.1,802,501
1477,4282,Astragalus setosulus,Fabaceae,Fabales,Magnoliopsida,Spermatophytina,Occurrence data,4,31.99999915,36.99999913,43.99999946,46.49999945,33.74999914,46.24999945,45.24999946,2.49999999,2.6,14.7,27.6,16,-3.8,4.5,15,5.9,-6,96,213,110,97,90,120,94,232,31,0,12,50,544,1497,604,5,56,92,62,20,1,0,0,12,229,414,147,0,139,294,68,10.3,22.2,-2.1,24.4,402,50.6,276,2696,215,21,-25.2,38.1,802,501
365,18885,Eulophia faberi,Orchidaceae,Asparagales,Liliopsida,Spermatophytina,Maxent prediction,15,51.99999907,122.4999988,6.499999612,45.99999945,58.24999905,45.74999946,26.24999953,39.49999984,-4.4,15.2,32.1,14,-12.5,2.9,17.6,2.4,-85,91,248,82,37,51,22,38,777,102,0,63,6,608,1821,479,1,53,92,34,34,8,0,4,0,222,488,150,0,187,466,112,8.4,26.5,-9.9,36.4,148,124.5,942,2913,179,46,-33.6,44.9,860,765
397,25418,Keyserlingia mollis,Fabaceae,Fabales,Magnoliopsida,Spermatophytina,Maxent prediction,42,43.9999991,116.4999988,7.999999606,45.99999945,58.24999905,45.74999946,26.99999953,37.99999984,-4.4,15.2,32.1,14,-12.5,2.9,17.6,2.4,-85,91,248,82,37,51,22,38,777,102,0,63,6,608,1821,479,1,53,92,34,34,8,0,4,0,222,488,150,0,187,466,112,8.4,26.5,-9.9,36.4,148,124.5,942,2913,179,46,-33.6,44.9,860,765
570,1118,Aegilops kotschyi,Poaceae,Poales,Liliopsida,Spermatophytina,Maxent prediction,441,6.99999925,74.99999898,15.49999958,45.99999945,58.24999905,45.74999946,30.74999952,30.49999987,-4.4,15.2,32.1,14,-12.5,2.9,17.6,2.4,-85,91,248,82,37,51,22,38,777,102,0,63,6,608,1821,479,1,53,92,34,34,8,0,4,0,222,488,150,0,187,466,112,8.4,26.5,-9.9,36.4,148,124.5,942,2913,179,46,-33.6,44.9,860,765
690,16065,Echinocereus viridiflorus,Cactaceae,Caryophyllales,Magnoliopsida,Spermatophytina,Maxent prediction,845,-111.5000003,-93.50000035,19.49999956,45.99999945,-104.2500003,45.74999946,32.74999951,26.49999989,-0.1,12.3,27.8,15,-13.1,-1.5,11.7,-0.1,-66,54,198,75,31,124,156,75,639,96,0,61,9,294,1359,407,1,38,92,44,27,16,0,5,0,187,452,159,0,80,296,84,6.5,21.7,-7.9,29.7,387,42.7,796,2068,175,49,-39.1,40.6,798,460
822,663,Acer pentapomicum,Sapindaceae,Sapindales,Magnoliopsida,Spermatophytina,Occurrence data,4,51.99999907,81.49999895,23.49999954,45.99999945,58.24999905,45.74999946,34.7499995,22.49999991,-4.4,15.2,32.1,14,-12.5,2.9,17.6,2.4,-85,91,248,82,37,51,22,38,777,102,0,63,6,608,1821,479,1,53,92,34,34,8,0,4,0,222,488,150,0,187,466,112,8.4,26.5,-9.9,36.4,148,124.5,942,2913,179,46,-33.6,44.9,860,765
881,2068,Allium oschaninii,Amaryllidaceae,Asparagales,Liliopsida,Spermatophytina,Maxent prediction,33,43.9999991,80.49999896,24.99999954,45.99999945,58.24999905,45.74999946,35.4999995,20.99999991,-4.4,15.2,32.1,14,-12.5,2.9,17.6,2.4,-85,91,248,82,37,51,22,38,777,102,0,63,6,608,1821,479,1,53,92,34,34,8,0,4,0,222,488,150,0,187,466,112,8.4,26.5,-9.9,36.4,148,124.5,942,2913,179,46,-33.6,44.9,860,765
941,34147,Pedicularis inconspicua,Orobanchaceae,Lamiales,Magnoliopsida,Spermatophytina,Native region,50,55.49999906,97.49999889,26.49999953,45.99999945,58.24999905,45.74999946,36.24999949,19.49999992,-4.4,15.2,32.1,14,-12.5,2.9,17.6,2.4,-85,91,248,82,37,51,22,38,777,102,0,63,6,608,1821,479,1,53,92,34,34,8,0,4,0,222,488,150,0,187,466,112,8.4,26.5,-9.9,36.4,148,124.5,942,2913,179,46,-33.6,44.9,860,765
985,39181,Rhamnus integrifolia,Rhamnaceae,Rosales,Magnoliopsida,Spermatophytina,Maxent prediction,12,-18.50000065,75.49999898,27.49999953,45.99999945,58.24999905,45.74999946,36.74999949,18.49999992,-4.4,15.2,32.1,14,-12.5,2.9,17.6,2.4,-85,91,248,82,37,51,22,38,777,102,0,63,6,608,1821,479,1,53,92,34,34,8,0,4,0,222,488,150,0,187,466,112,8.4,26.5,-9.9,36.4,148,124.5,942,2913,179,46,-33.6,44.9,860,765
1041,2646,Amygdalus bucharica,Rosaceae,Rosales,Magnoliopsida,Spermatophytina,Occurrence data,4,55.49999906,80.49999896,28.99999952,45.99999945,58.24999905,45.74999946,37.49999949,16.99999993,-4.4,15.2,32.1,14,-12.5,2.9,17.6,2.4,-85,91,248,82,37,51,22,38,777,102,0,63,6,608,1821,479,1,53,92,34,34,8,0,4,0,222,488,150,0,187,466,112,8.4,26.5,-9.9,36.4,148,124.5,942,2913,179,46,-33.6,44.9,860,765
1150,46307,Vicia johannis,Fabaceae,Fabales,Magnoliopsida,Spermatophytina,Maxent prediction,239,18.9999992,80.49999896,31.99999951,45.99999945,58.24999905,45.74999946,38.99999948,13.99999994,-4.4,15.2,32.1,14,-12.5,2.9,17.6,2.4,-85,91,248,82,37,51,22,38,777,102,0,63,6,608,1821,479,1,53,92,34,34,8,0,4,0,222,488,150,0,187,466,112,8.4,26.5,-9.9,36.4,148,124.5,942,2913,179,46,-33.6,44.9,860,765
1248,4196,Astragalus bobrovii,Fabaceae,Fabales,Magnoliopsida,Spermatophytina,Native region,50,51.99999907,73.49999898,34.9999995,45.99999945,58.24999905,45.74999946,40.49999948,10.99999995,-4.4,15.2,32.1,14,-12.5,2.9,17.6,2.4,-85,91,248,82,37,51,22,38,777,102,0,63,6,608,1821,479,1,53,92,34,34,8,0,4,0,222,488,150,0,187,466,112,8.4,26.5,-9.9,36.4,148,124.5,942,2913,179,46,-33.6,44.9,860,765
1290,2082,Allium praemixtum,Amaryllidaceae,Asparagales,Liliopsida,Spermatophytina,Native region,50,55.49999906,80.49999896,36.49999949,45.99999945,58.24999905,45.74999946,41.24999947,9.49999996,-4.4,15.2,32.1,14,-12.5,2.9,17.6,2.4,-85,91,248,82,37,51,22,38,777,102,0,63,6,608,1821,479,1,53,92,34,34,8,0,4,0,222,488,150,0,187,466,112,8.4,26.5,-9.9,36.4,148,124.5,942,2913,179,46,-33.6,44.9,860,765
1308,5660,Betula coriaceifolia,Betulaceae,Fagales,Magnoliopsida,Spermatophytina,Native region,50,55.49999906,73.49999898,36.99999949,45.99999945,58.24999905,45.74999946,41.49999947,8.99999996,-4.4,15.2,32.1,14,-12.5,2.9,17.6,2.4,-85,91,248,82,37,51,22,38,777,102,0,63,6,608,1821,479,1,53,92,34,34,8,0,4,0,222,488,150,0,187,466,112,8.4,26.5,-9.9,36.4,148,124.5,942,2913,179,46,-33.6,44.9,860,765
15,40804,Scleria muehlenbergii,Cyperaceae,Poales,Liliopsida,Spermatophytina,Maxent prediction,86,-117.5000003,-45.50000054,-41.5000002,45.49999946,-74.75000042,45.24999946,1.99999963,86.99999966,-3.5,10.9,24.9,13,-13.8,-0.4,12.9,3,-87,53,189,80,185,198,270,249,799,122,0,42,5,316,1280,423,0,32,92,43,174,40,0,10,0,175,385,136,0,38,115,0,5.9,20.3,-10.2,30.5,903,17.6,963,2023,167,224,-36.8,36.8,696,153
381,35173,Physalis philadelphica,Solanaceae,Solanales,Magnoliopsida,Spermatophytina,Maxent prediction,135,-117.5000003,-71.00000044,6.99999961,45.49999946,-73.25000043,45.24999946,26.24999954,38.49999985,-2.2,11.7,25.5,13.7,-12.9,-0.1,13.3,3.5,-76,58,194,86,173,212,290,257,714,101,0,34,7,340,1327,455,1,32,92,48,154,30,0,7,0,181,392,138,0,31,103,0,6.6,20.8,-9.1,30,932,17.8,849,2129,173,191,-35.7,37.2,711,134
524,648,Acer negundo,Sapindaceae,Sapindales,Magnoliopsida,Spermatophytina,Maxent prediction,362,-117.5000003,-71.00000044,13.49999958,45.49999946,-74.75000042,45.24999946,29.49999952,31.99999988,-3.5,10.9,24.9,13,-13.8,-0.4,12.9,3,-87,53,189,80,185,198,270,249,799,122,0,42,5,316,1280,423,0,32,92,43,174,40,0,10,0,175,385,136,0,38,115,0,5.9,20.3,-10.2,30.5,903,17.6,963,2023,167,224,-36.8,36.8,696,153
582,12515,Cucurbita foetidissima,Cucurbitaceae,Cucurbitales,Magnoliopsida,Spermatophytina,Maxent prediction,3223,-124.5000002,-89.00000037,15.49999958,45.49999946,-111.2500003,45.24999946,30.49999952,29.99999988,-1.2,8.9,23.4,11.5,-12.8,-6,4.5,-3.6,-70,15,139,39,89,156,156,119,672,187,0,124,8,104,824,204,1,12,82,24,79,73,2,25,0,163,416,123,0,46,259,37,3.1,15.8,-8.2,24,520,25.2,984,1140,119,179,-39.9,35.8,702,342
583,35187,Physalis virginiana,Solanaceae,Solanales,Magnoliopsida,Spermatophytina,Maxent prediction,34,-117.5000003,-71.50000044,15.49999958,45.49999946,-74.75000042,45.24999946,30.49999952,29.99999988,-3.5,10.9,24.9,13,-13.8,-0.4,12.9,3,-87,53,189,80,185,198,270,249,799,122,0,42,5,316,1280,423,0,32,92,43,174,40,0,10,0,175,385,136,0,38,115,0,5.9,20.3,-10.2,30.5,903,17.6,963,2023,167,224,-36.8,36.8,696,153
