"","speciesID","scientificname","family","order","class","subdivision","data","raw.points","extent.xmin","extent.xmax","extent.ymin","extent.ymax","lon_hist","lat_hist","Centrl","rng_size","tmax_wt","tmax_sp","tmax_sm","tmax_at","tmin_wt","tmin_sp","tmin_sm","tmin_at","tave_wt","tave_sp","tave_sm","tave_at","ppt_wt","ppt_sp","ppt_sm","ppt_at","dd_0_wt","dd_0_sp","dd_0_sm","dd_0_at","dd5_wt","dd5_sp","dd5_sm","dd5_at","nffd_wt","nffd_sp","nffd_sm","nffd_at","pas_wt","pas_sp","pas_sm","pas_at","eref_wt","eref_sp","eref_sm","eref_at","cmd_wt","cmd_sp","cmd_sm","cmd_at","mat","mwmt","mcmt","td","map","ahm","dd_0","dd5","nffd","pas","emt","ext","eref","cmd"
"418",27080,"Lotus schimperi","Fabaceae","Fabales","Magnoliopsida","Spermatophytina","Maxent prediction",53,-25.50000062,75.49999898,2.999999626,39.99999948,44.2499991,39.74999948,21.49999955,36.99999985,-5.2,3.6,17.5,9.1,-14.5,-6.2,3.6,-3.3,-98,-13,105,29,92,209,135,109,899,310,1,142,3,44,523,152,0,0,63,1,89,132,5,46,0,77,336,124,0,0,200,56,0.6,12,-11,23,545,19.4,1353,722,64,272,-38.4,30.7,537,256
"420",1993,"Allium atroviolaceum","Amaryllidaceae","Asparagales","Liliopsida","Spermatophytina","Maxent prediction",51,6.499999252,75.49999898,15.49999958,52.49999943,30.74999916,52.24999943,33.99999951,36.99999985,-2.5,11.9,23.1,11.2,-8.8,2.8,12.5,3.5,-57,74,178,73,110,121,229,139,567,77,0,42,12,432,1175,367,1,48,92,46,81,9,0,6,0,158,323,92,0,70,94,8,6.7,18.3,-7.7,26.1,598,27.9,686,1985,187,96,-31.5,34.3,573,172
"422",285,"Acacia hecatophylla","Fabaceae","Fabales","Magnoliopsida","Spermatophytina","Maxent prediction",22,11.99999923,47.99999909,-13.50000031,23.49999954,35.24999914,23.24999955,4.999999615,36.99999985,25,30.7,36.4,32.5,13.3,18,23.9,20.7,191,244,301,266,1,2,0,9,1,0,0,0,1272,1768,2307,1956,89,92,92,91,0,0,0,0,287,503,597,416,286,501,597,407,25.1,30.6,18.4,12.3,12,2891.4,1,7303,364,0,-0.5,41.8,1803,1791
"423",3308,"Antidesma laciniatum","Phyllanthaceae","Malpighiales","Magnoliopsida","Spermatophytina","Maxent prediction",204,-15.50000066,38.99999912,-13.50000031,23.49999954,14.74999922,23.24999955,4.999999615,36.99999985,21.5,33.2,39.3,32.5,7.4,16.7,23.6,17.1,145,249,314,248,0,1,3,0,5,0,0,0,855,1815,2426,1793,84,92,92,91,0,0,0,0,276,581,688,456,276,580,685,456,23.9,31.4,13,18.4,4,8965.2,5,6889,359,0,-10.6,45.8,2001,1997
"424",25868,"Lathyrus incurvus","Fabaceae","Fabales","Magnoliopsida","Spermatophytina","Maxent prediction",46,21.99999919,87.49999893,24.99999954,61.99999939,56.74999905,61.74999939,43.49999947,36.99999985,-12.1,5.3,20.4,2.4,-20.4,-5.8,8.9,-4.3,-162,-3,146,-9,132,124,228,199,1465,309,0,354,1,96,888,98,0,3,92,24,132,66,1,134,0,105,273,30,0,19,55,0,-0.7,16.9,-18.1,35,683,13.6,2128,1082,119,333,-43.5,31.6,408,74
"425",10163,"Clusia rosea","Clusiaceae","Malpighiales","Magnoliopsida","Spermatophytina","Maxent prediction",149,-109.5000003,-51.50000052,-5.50000034,31.49999951,-87.75000037,31.24999951,12.99999959,36.99999985,16.6,26,33,26.3,2.3,11.1,19.9,11.7,94,185,265,190,432,397,436,295,17,1,0,1,465,1241,1970,1275,29,92,92,91,1,0,0,0,184,431,541,323,0,84,106,60,18.4,27,8.3,18.7,1560,18.2,19,4952,303,1,-18,40.6,1479,250
"428",5405,"Beilschmiedia pahangensis","Lauraceae","Laurales","Magnoliopsida","Spermatophytina","Maxent prediction",25,67.99999901,109.4999988,0.999999634,37.49999949,74.24999898,37.24999949,19.24999956,36.49999986,-11.3,1.3,16.1,5.2,-19.4,-6.9,4,-5.5,-153,-28,101,-2,22,46,26,13,1385,395,1,276,1,31,478,82,0,0,72,0,22,33,1,7,0,70,313,69,0,52,286,62,-2.1,11.3,-17.3,28.7,108,73.6,2057,592,72,63,-42.9,30.9,452,400
"429",25381,"Karwinskia humboldtiana","Rhamnaceae","Rosales","Magnoliopsida","Spermatophytina","Maxent prediction",673,-117.5000003,-59.50000048,0.499999636,36.99999949,-103.2500003,36.74999949,18.74999956,36.49999985,9.1,18.7,30.1,20.4,-7.9,1.5,13.7,3.1,6,101,219,118,25,107,196,84,172,21,0,12,66,559,1555,671,5,51,92,57,5,1,0,1,77,336,525,251,59,229,329,167,11.1,23.3,-0.3,23.6,412,51.2,205,2851,204,7,-32.7,40,1189,784
"430",1143,"Aegiphila deppeana","Lamiaceae","Lamiales","Magnoliopsida","Spermatophytina","Maxent prediction",44,-109.5000003,-51.50000052,-4.500000344,31.99999951,-108.2500003,31.74999951,13.74999958,36.49999985,14.7,24.5,33.1,24.6,-2.8,5,15.6,6,60,147,244,153,60,23,145,89,44,4,0,3,173,898,1781,943,23,75,92,73,2,0,0,0,174,443,597,327,113,420,453,238,15.1,24.9,5.2,19.6,317,79.3,51,3795,263,2,-24.2,41.1,1541,1224
"431",1621,"Aglaia grandis","Meliaceae","Sapindales","Magnoliopsida","Spermatophytina","Native region",50,91.99999891,126.9999988,-7.500000332,28.99999952,97.74999889,28.74999952,10.74999959,36.49999985,0,5.2,11.4,6.8,-13.8,-6.6,2,-4.7,-69,-7,67,10,23,113,377,142,661,247,4,181,8,40,212,75,1,0,60,0,20,68,43,64,0,82,259,121,0,26,0,0,0,7.2,-7.6,14.8,655,15.3,1093,335,60,196,-39.5,22.3,462,26
"434",709,"Acer ukurunduense","Sapindaceae","Sapindales","Magnoliopsida","Spermatophytina","Maxent prediction",104,118.4999988,156.4999987,26.99999953,62.99999939,140.7499987,62.74999939,44.99999946,35.99999986,-43,-14.1,9.7,-16.9,-51.2,-28.7,-3.6,-26.6,-471,-214,30,-218,37,88,292,111,4229,1975,34,1975,0,1,80,2,0,0,0,0,37,87,121,110,0,0,186,0,0,0,0,0,-21.8,4.9,-48.9,53.8,528,-22.4,8212,83,0,355,-61.9,28.7,186,0
"435",44092,"Tamarix aravensis","Tamaricaceae","Caryophyllales","Magnoliopsida","Spermatophytina","Native region",50,-17.50000065,89.99999892,6.99999961,42.99999947,58.24999905,42.74999947,24.99999954,35.99999986,0.8,18.9,33.5,17.4,-6.1,6.1,18.9,4.9,-26,125,262,112,30,51,12,27,361,26,0,19,33,783,1945,645,2,61,92,52,12,0,0,0,9,299,518,185,0,248,506,158,11.8,27.8,-4.9,32.7,120,181.6,406,3405,207,12,-25.8,45.1,1011,912
"439",9488,"Cinnamomum glanduliferum","Lauraceae","Laurales","Magnoliopsida","Spermatophytina","Maxent prediction",58,77.99999897,116.4999988,0.999999634,36.99999949,87.74999893,36.74999949,18.99999956,35.99999986,-12.5,-0.7,10.2,-0.4,-26.6,-15,-3.4,-14.8,-195,-78,34,-76,3,15,86,12,1761,764,29,726,0,5,87,10,0,0,0,0,3,14,31,11,0,0,255,0,0,0,170,0,-7.9,4.4,-20.9,25.4,116,18.1,3280,103,0,58,-51,25,255,170
"440",46552,"Vitex leucoxylon","Lamiaceae","Lamiales","Magnoliopsida","Spermatophytina","Maxent prediction",5,60.49999904,104.4999989,0.999999634,36.99999949,71.74999899,36.74999949,18.99999956,35.99999986,-11.5,-1.5,12.4,2.8,-19.1,-8.5,1.4,-6.7,-153,-50,69,-19,204,321,72,85,1379,547,6,335,1,13,237,39,0,0,59,0,203,287,8,75,0,0,267,60,0,0,195,45,-3.8,8,-17,25.1,682,9.1,2266,290,59,574,-42.7,27.2,327,240
"442",6505,"Bucida ophiticola","Combretaceae","Myrtales","Magnoliopsida","Spermatophytina","Maxent prediction",181,-107.0000003,-59.00000049,-4.500000344,31.49999951,-87.75000037,31.24999951,13.49999958,35.99999985,16.6,26,33,26.3,2.3,11.1,19.9,11.7,94,185,265,190,432,397,436,295,17,1,0,1,465,1241,1970,1275,29,92,92,91,1,0,0,0,184,431,541,323,0,84,106,60,18.4,27,8.3,18.7,1560,18.2,19,4952,303,1,-18,40.6,1479,250
"443",3827,"Arisaema heterophyllum","Araceae","Alismatales","Liliopsida","Spermatophytina","Maxent prediction",63,73.49999898,145.9999987,17.99999957,53.99999942,123.2499988,53.74999942,35.9999995,35.99999985,-18.6,6.2,23.6,3,-33.7,-10.3,9.2,-10.9,-262,-20,164,-40,14,65,274,83,2358,499,0,649,0,126,1050,122,0,1,92,2,14,28,0,32,0,96,355,55,0,60,82,1,-3.9,18.3,-28.2,46.5,436,13.9,3507,1298,95,74,-54,38.5,506,143
"447",1125,"Aegilops tauschii","Poaceae","Poales","Liliopsida","Spermatophytina","Maxent prediction",127,25.49999918,122.9999988,19.99999956,55.49999942,68.24999901,55.24999942,37.74999949,35.49999986,-12.2,7,23,5.7,-20.6,-3.5,11.8,-2.8,-164,17,174,15,50,64,165,88,1479,306,0,280,1,242,1142,204,0,30,92,30,50,20,0,43,0,138,318,67,0,87,153,16,1,19.2,-18,37.2,367,30.1,2065,1589,152,112,-42.9,35.1,523,256
"449",6269,"Brassica fruticulosa","Brassicaceae","Brassicales","Magnoliopsida","Spermatophytina","Maxent prediction",198,-87.00000037,23.49999918,11.99999959,47.49999945,11.24999923,47.24999945,29.74999952,35.49999986,2.8,13.5,22.1,13.9,-5.4,2.6,10.9,4,-13,80,165,89,114,169,331,166,264,26,0,25,39,397,1059,464,4,42,92,53,29,2,0,2,0,212,339,129,0,44,16,0,8,17.3,-2.3,19.6,780,23.1,315,1959,190,34,-28.7,31.7,680,60
"450",3459,"Aquilaria malaccensis","Thymelaeaceae","Malvales","Magnoliopsida","Spermatophytina","Occurrence data",10,87.49999893,126.9999988,-6.000000338,29.49999952,94.2499989,29.24999952,11.74999959,35.49999986,8.4,15,20.7,15.8,-5.7,1.9,9.7,3.1,13,84,152,95,9,118,367,144,145,19,0,15,80,406,939,485,4,35,92,48,1,1,1,1,137,298,373,231,128,180,10,89,8.6,15.6,0.2,15.4,638,29.2,179,1911,179,3,-30,29.6,1039,407
"451",1644,"Aglaia odorata","Meliaceae","Sapindales","Magnoliopsida","Spermatophytina","Maxent prediction",42,96.99999889,122.4999988,0.999999634,36.49999949,113.7499988,36.24999949,18.74999956,35.49999986,3.5,18.7,28.8,17.7,-9.1,5.6,17.6,4.6,-28,121,232,111,17,91,380,134,361,13,0,16,26,714,1673,630,1,58,92,56,7,0,0,0,0,321,450,216,0,230,108,82,10.9,24.4,-4.4,28.8,622,33.6,390,3043,208,8,-32.7,38.7,987,420
"452",1359,"Afrocarpus gracilior","Podocarpaceae","Pinales","Pinopsida","Spermatophytina","Maxent prediction",80,21.49999919,47.99999909,-12.00000031,23.49999954,35.24999914,23.24999955,5.749999615,35.49999985,25,30.7,36.4,32.5,13.3,18,23.9,20.7,191,244,301,266,1,2,0,9,1,0,0,0,1272,1768,2307,1956,89,92,92,91,0,0,0,0,287,503,597,416,286,501,597,407,25.1,30.6,18.4,12.3,12,2891.4,1,7303,364,0,-0.5,41.8,1803,1791
"453",1671,"Aglaia silvestris","Meliaceae","Sapindales","Magnoliopsida","Spermatophytina","Maxent prediction",22,91.99999891,162.9999986,-12.00000031,23.49999954,104.7499989,23.24999955,5.749999615,35.49999985,15.3,23.5,26.9,22.3,7.2,14.4,19,14,112,189,230,182,50,264,778,279,11,1,0,0,582,1279,1650,1197,85,92,92,91,0,0,0,0,188,368,403,281,138,123,0,38,17.8,23.3,10.1,13.2,1371,20.3,12,4709,359,0,-11.2,33.7,1240,299
"454",8606,"Cenchrus ramosus","Poaceae","Poales","Liliopsida","Spermatophytina","Maxent prediction",58,2.499999268,47.99999909,-12.00000031,23.49999954,14.74999922,23.24999955,5.749999615,35.49999985,21.5,33.2,39.3,32.5,7.4,16.7,23.6,17.1,145,249,314,248,0,1,3,0,5,0,0,0,855,1815,2426,1793,84,92,92,91,0,0,0,0,276,581,688,456,276,580,685,456,23.9,31.4,13,18.4,4,8965.2,5,6889,359,0,-10.6,45.8,2001,1997
"456",4257,"Astragalus missouriensis","Fabaceae","Fabales","Magnoliopsida","Spermatophytina","Maxent prediction",325,-139.5000002,-89.00000037,25.49999954,60.4999994,-139.2500002,60.2499994,42.99999947,34.99999986,-10.9,1.4,12.3,0,-18.4,-8.9,3.8,-8.1,-147,-38,81,-40,2024,1580,1437,3032,1329,461,3,493,0,18,308,28,0,6,78,10,2016,1386,140,2335,0,51,190,28,0,0,0,0,-3.6,9.3,-16.8,26.1,8073,0.8,2287,353,93,5876,-46.6,25.6,269,0
"457",32518,"Opuntia polyacantha","Cactaceae","Caryophyllales","Magnoliopsida","Spermatophytina","Maxent prediction",2366,-120.5000002,-93.50000035,25.49999954,60.4999994,-110.2500003,60.2499994,42.99999947,34.99999986,-18.8,1.5,19.4,1.8,-29,-10.9,8.2,-5.8,-239,-47,138,-20,55,57,135,96,2150,649,0,442,0,64,815,90,0,14,90,27,55,38,1,53,0,68,267,32,0,44,131,0,-4.2,15.3,-26.7,42.1,343,16.9,3241,969,132,146,-45.4,34.4,367,175
"458",697,"Acer tataricum","Sapindaceae","Sapindales","Magnoliopsida","Spermatophytina","Maxent prediction",597,9.49999924,89.99999892,24.99999954,59.9999994,46.24999909,59.7499994,42.49999947,34.99999986,-9.1,6.9,20.8,4.7,-16.2,-2.8,9.8,-1.5,-126,20,153,16,109,116,225,170,1144,229,0,219,2,180,949,140,0,26,92,29,108,43,1,89,0,116,280,45,0,28,55,0,1.6,16.9,-14.6,31.5,620,18.7,1593,1271,147,241,-39.4,32,441,83
"459",40005,"Salix lasiolepis","Salicaceae","Malpighiales","Magnoliopsida","Spermatophytina","Maxent prediction",897,-125.0000002,-86.50000038,14.49999958,49.49999944,-122.7500002,49.24999944,31.99999951,34.99999986,6.2,13.9,22.2,14.5,0.3,4.7,11.6,6.2,33,93,169,104,610,334,176,477,91,14,0,11,70,428,1096,531,46,77,92,80,49,5,0,13,40,197,327,116,0,9,151,0,10,17.7,2.4,15.4,1597,12.5,116,2125,295,67,-18.2,35.7,680,160
"460",28912,"Meistera echinocarpa","Zingiberaceae","Zingiberales","Liliopsida","Spermatophytina","Native region",50,79.49999896,154.4999987,-12.00000031,22.99999955,101.7499989,22.74999955,5.49999962,34.99999986,19.2,25.5,25.4,22.9,5.7,11.9,17.5,13.3,124,187,215,181,80,286,1096,400,8,1,0,0,673,1259,1514,1194,82,92,92,91,0,0,0,0,256,447,388,301,176,190,0,9,17.7,21.4,11.7,9.7,1861,14.9,9,4641,357,0,-13.5,31.4,1392,375
"461",1600,"Aglaia crassinervia","Meliaceae","Sapindales","Magnoliopsida","Spermatophytina","Maxent prediction",85,91.99999891,126.9999988,-6.000000338,28.99999952,97.74999889,28.74999952,11.49999959,34.99999986,0,5.2,11.4,6.8,-13.8,-6.6,2,-4.7,-69,-7,67,10,23,113,377,142,661,247,4,181,8,40,212,75,1,0,60,0,20,68,43,64,0,82,259,121,0,26,0,0,0,7.2,-7.6,14.8,655,15.3,1093,335,60,196,-39.5,22.3,462,26
"462",26650,"Liquidambar formosana","Altingiaceae","Asparagales","Liliopsida","Spermatophytina","Maxent prediction",207,92.99999891,130.9999988,8.499999604,43.49999946,129.7499988,43.24999947,25.99999953,34.99999986,-6.9,11,24.7,11.8,-19.4,-3,14.5,-0.7,-132,40,196,55,15,97,334,116,1193,184,0,155,1,275,1345,358,0,29,92,30,15,12,0,15,0,191,366,130,0,104,56,30,4,20.9,-15.2,36.1,562,24.9,1532,1978,151,43,-42.6,39.2,687,190
"463",19613,"Festuca olgae","Poaceae","Poales","Liliopsida","Spermatophytina","Maxent prediction",37,45.99999909,116.4999988,20.99999955,55.49999942,68.24999901,55.24999942,38.24999949,34.49999987,-12.2,7,23,5.7,-20.6,-3.5,11.8,-2.8,-164,17,174,15,50,64,165,88,1479,306,0,280,1,242,1142,204,0,30,92,30,50,20,0,43,0,138,318,67,0,87,153,16,1,19.2,-18,37.2,367,30.1,2065,1589,152,112,-42.9,35.1,523,256
"464",28838,"Medicago rigidula","Fabaceae","Fabales","Magnoliopsida","Spermatophytina","Maxent prediction",1689,-13.50000067,66.99999901,18.49999956,52.99999943,44.2499991,52.74999943,35.7499995,34.49999987,-6.5,9.8,24.7,8.8,-13.5,0.3,13.2,1.1,-100,51,189,50,106,98,179,143,912,190,0,127,3,367,1283,289,0,35,92,33,102,26,0,38,0,156,346,78,0,84,167,6,4.7,20,-11.3,31.3,525,28.1,1229,1943,160,166,-35.8,36.7,580,257
"467",630,"Acer laevigatum","Sapindaceae","Sapindales","Magnoliopsida","Spermatophytina","Maxent prediction",95,72.49999899,122.9999988,8.499999604,42.99999947,96.24999889,42.74999947,25.74999954,34.49999987,-3,15,27.9,13,-17.1,-0.4,13.3,-1.8,-100,73,206,56,3,9,41,7,911,80,0,144,3,431,1437,355,0,32,92,30,3,1,0,1,0,221,455,142,0,214,414,136,5.9,21.7,-11.8,33.5,59,268.1,1135,2227,154,4,-40.9,40.3,818,764
"468",183,"Acacia campbellii","Fabaceae","Fabales","Magnoliopsida","Spermatophytina","Occurrence data",3,43.9999991,101.4999989,5.499999616,39.99999948,44.2499991,39.74999948,22.74999955,34.49999986,-5.2,3.6,17.5,9.1,-14.5,-6.2,3.6,-3.3,-98,-13,105,29,92,209,135,109,899,310,1,142,3,44,523,152,0,0,63,1,89,132,5,46,0,77,336,124,0,0,200,56,0.6,12,-11,23,545,19.4,1353,722,64,272,-38.4,30.7,537,256
"470",42446,"Sorghum virgatum","Poaceae","Poales","Liliopsida","Spermatophytina","Maxent prediction",113,-18.00000065,42.49999911,2.999999626,37.49999949,40.24999912,37.24999949,20.24999956,34.49999986,11,22.1,37.9,26.8,0.9,8.5,19.9,10.8,60,153,289,188,219,172,2,73,45,4,0,1,250,965,2195,1252,17,84,92,90,3,0,0,0,108,356,644,300,0,184,642,227,17.2,30.5,4.7,25.8,465,58.5,50,4662,283,3,-19,48.4,1408,1053
"471",4928,"Barbeya oleoides","Barbeyaceae","Rosales","Magnoliopsida","Spermatophytina","Maxent prediction",5,32.49999915,55.99999905,-2.000000354,32.49999951,38.74999912,32.24999951,15.24999958,34.49999986,13.6,24.3,35.3,27.1,2.2,10.3,20,12.6,79,173,277,198,53,40,0,28,26,2,0,1,364,1132,2083,1348,28,90,92,91,0,0,0,0,150,405,600,328,97,365,600,300,18.2,28.6,6.7,21.9,121,233.8,29,4927,301,0,-17.8,44.1,1483,1362
"474",1630,"Aglaia leptantha","Meliaceae","Sapindales","Magnoliopsida","Spermatophytina","Maxent prediction",76,94.9999989,134.9999987,-11.00000032,23.49999954,104.7499989,23.24999955,6.24999961,34.49999986,15.3,23.5,26.9,22.3,7.2,14.4,19,14,112,189,230,182,50,264,778,279,11,1,0,0,582,1279,1650,1197,85,92,92,91,0,0,0,0,188,368,403,281,138,123,0,38,17.8,23.3,10.1,13.2,1371,20.3,12,4709,359,0,-11.2,33.7,1240,299
"475",587,"Acer cappadocicum","Sapindaceae","Sapindales","Magnoliopsida","Spermatophytina","Maxent prediction",36,25.49999918,116.4999988,9.4999996,43.99999946,40.24999912,43.74999946,26.74999953,34.49999986,-0.3,7.8,18.1,10.6,-8.2,-1.7,6.6,0.5,-42,31,124,56,199,262,318,234,458,116,0,53,17,142,685,244,2,12,92,29,118,59,3,20,0,140,313,128,0,0,25,0,4.2,13.4,-5.2,18.6,1012,14,627,1089,136,200,-31.6,29.5,581,25
"476",45481,"Triticum turgidum","Poaceae","Poales","Liliopsida","Spermatophytina","Maxent prediction",116,24.49999918,96.49999889,21.49999955,55.49999942,68.24999901,55.24999942,38.49999949,33.99999987,-12.2,7,23,5.7,-20.6,-3.5,11.8,-2.8,-164,17,174,15,50,64,165,88,1479,306,0,280,1,242,1142,204,0,30,92,30,50,20,0,43,0,138,318,67,0,87,153,16,1,19.2,-18,37.2,367,30.1,2065,1589,152,112,-42.9,35.1,523,256
"477",20339,"Gagea ramulosa","Liliaceae","Liliales","Liliopsida","Spermatophytina","Native region",50,8.999999242,74.99999898,18.99999956,52.99999943,44.2499991,52.74999943,35.9999995,33.99999987,-6.5,9.8,24.7,8.8,-13.5,0.3,13.2,1.1,-100,51,189,50,106,98,179,143,912,190,0,127,3,367,1283,289,0,35,92,33,102,26,0,38,0,156,346,78,0,84,167,6,4.7,20,-11.3,31.3,525,28.1,1229,1943,160,166,-35.8,36.7,580,257
"478",16518,"Elymus farctus","Poaceae","Poales","Liliopsida","Spermatophytina","Maxent prediction",288,-18.50000065,50.49999908,18.49999956,52.49999943,30.74999916,52.24999943,35.4999995,33.99999987,-2.5,11.9,23.1,11.2,-8.8,2.8,12.5,3.5,-57,74,178,73,110,121,229,139,567,77,0,42,12,432,1175,367,1,48,92,46,81,9,0,6,0,158,323,92,0,70,94,8,6.7,18.3,-7.7,26.1,598,27.9,686,1985,187,96,-31.5,34.3,573,172
"479",781,"Aconitum chasmanthum","Ranunculaceae","Ranunculales","Magnoliopsida","Spermatophytina","Maxent prediction",41,60.49999904,119.9999988,23.49999954,57.49999941,111.2499988,57.24999941,40.49999948,33.99999987,-21.3,-0.6,18.1,-1.8,-33.6,-15.2,4.4,-12.2,-275,-79,112,-70,50,75,229,107,2467,817,1,759,0,18,577,34,0,0,75,0,50,54,4,76,0,62,282,35,0,23,61,0,-7.8,13.1,-29.1,42.3,461,4.8,4044,629,75,184,-53.3,32.7,379,84
"480",5162,"Bauhinia stipularis","Fabaceae","Fabales","Magnoliopsida","Spermatophytina","Maxent prediction",26,89.49999892,108.4999988,-6.000000338,27.99999953,94.2499989,27.74999953,10.9999996,33.99999987,19.4,24.8,28.3,25.5,6.9,14.4,20.6,15.6,131,196,245,206,88,656,1547,535,6,0,0,0,738,1339,1788,1414,83,92,92,91,0,0,0,0,218,380,407,292,130,19,0,56,19.4,24.7,12,12.7,2826,10.4,7,5279,358,0,-12.4,35,1297,205
"481",8859,"Cereus repandus","Cactaceae","Caryophyllales","Magnoliopsida","Spermatophytina","Maxent prediction",10,-79.5000004,97.49999889,-4.500000344,29.49999952,94.2499989,29.24999952,12.49999959,33.99999986,8.4,15,20.7,15.8,-5.7,1.9,9.7,3.1,13,84,152,95,9,118,367,144,145,19,0,15,80,406,939,485,4,35,92,48,1,1,1,1,137,298,373,231,128,180,10,89,8.6,15.6,0.2,15.4,638,29.2,179,1911,179,3,-30,29.6,1039,407
"482",946,"Actinodaphne sesquipedalis","Lauraceae","Laurales","Magnoliopsida","Spermatophytina","Occurrence data",3,91.99999891,119.4999988,-5.000000342,28.99999952,97.74999889,28.74999952,11.99999959,33.99999986,0,5.2,11.4,6.8,-13.8,-6.6,2,-4.7,-69,-7,67,10,23,113,377,142,661,247,4,181,8,40,212,75,1,0,60,0,20,68,43,64,0,82,259,121,0,26,0,0,0,7.2,-7.6,14.8,655,15.3,1093,335,60,196,-39.5,22.3,462,26
"483",728,"Achillea crithmifolia","Asteraceae","Asterales","Magnoliopsida","Spermatophytina","Maxent prediction",140,-5.5000007,29.99999916,35.4999995,69.49999936,20.2499992,69.24999936,52.49999943,33.99999986,-10.1,-2,10.5,-1.1,-17.4,-9.5,2.8,-6.8,-137,-57,67,-39,156,110,204,159,1242,601,5,457,1,11,216,22,0,0,64,0,154,96,24,142,0,0,156,15,0,0,3,0,-4.2,8.1,-14.5,22.6,628,9.2,2305,250,65,417,-42.3,21.8,171,3
"484",1806,"Alangium platanifolium","Cornaceae","Cornales","Magnoliopsida","Spermatophytina","Maxent prediction",293,92.99999891,145.9999987,19.99999956,53.99999942,123.2499988,53.74999942,36.99999949,33.99999986,-18.6,6.2,23.6,3,-33.7,-10.3,9.2,-10.9,-262,-20,164,-40,14,65,274,83,2358,499,0,649,0,126,1050,122,0,1,92,2,14,28,0,32,0,96,355,55,0,60,82,1,-3.9,18.3,-28.2,46.5,436,13.9,3507,1298,95,74,-54,38.5,506,143
"485",35147,"Physalis hederifolia","Solanaceae","Solanales","Magnoliopsida","Spermatophytina","Maxent prediction",355,-124.5000002,-93.50000035,15.49999958,49.49999944,-115.7500003,49.24999944,32.49999951,33.99999986,-4,5.8,17.7,6.1,-11,-3.3,6.7,-1.8,-75,12,122,22,269,188,148,213,711,172,0,187,7,81,668,146,2,23,88,36,245,109,3,95,0,116,286,76,0,2,138,0,2,13.5,-8.6,22,819,14.7,1071,902,149,453,-38.8,31.4,478,140
"487",4472,"Aucuba himalaica","Garryaceae","Garryales","Magnoliopsida","Spermatophytina","Maxent prediction",109,77.99999897,122.9999988,9.4999996,42.99999947,96.24999889,42.74999947,26.24999954,33.49999987,-3,15,27.9,13,-17.1,-0.4,13.3,-1.8,-100,73,206,56,3,9,41,7,911,80,0,144,3,431,1437,355,0,32,92,30,3,1,0,1,0,221,455,142,0,214,414,136,5.9,21.7,-11.8,33.5,59,268.1,1135,2227,154,4,-40.9,40.3,818,764
"488",1077,"Adinandra integerrima","Pentaphylacaceae","Ericales","Magnoliopsida","Spermatophytina","Maxent prediction",12,91.99999891,116.4999988,0.999999634,34.4999995,102.2499989,34.2499995,17.74999957,33.49999987,0.9,8.9,15.6,8.5,-18.8,-5.8,3.1,-5.5,-90,16,94,15,12,127,343,158,829,156,1,190,4,86,408,102,0,0,69,0,11,37,12,48,0,169,320,125,0,57,4,6,0.9,10.4,-10.4,20.7,640,17,1175,600,69,108,-44.7,27.7,614,67
"490",42544,"Sphaerophysa salsula","Fabaceae","Fabales","Magnoliopsida","Spermatophytina","Maxent prediction",99,39.99999912,134.9999987,24.99999954,58.4999994,117.2499988,58.24999941,41.74999947,33.49999986,-27.2,-1.6,18.5,-4.6,-39.8,-16.6,4.5,-15.9,-335,-91,115,-102,30,71,239,91,3013,931,0,1016,0,18,598,24,0,0,88,0,30,46,4,67,0,61,285,34,0,17,49,0,-10.3,13.6,-35.5,49.1,431,-0.8,4960,640,88,147,-57,34.1,380,66
"491",582,"Acer caesium","Sapindaceae","Sapindales","Magnoliopsida","Spermatophytina","Maxent prediction",63,60.49999904,126.4999988,19.99999956,53.49999942,120.2499988,53.24999943,36.74999949,33.49999986,-19,4.9,21.7,2.2,-35.2,-12.3,6.5,-12.8,-271,-37,141,-53,16,60,295,74,2442,579,0,702,0,74,843,73,0,0,92,0,16,30,1,34,0,91,343,53,0,58,59,5,-5.5,16,-29.1,45.1,445,10.1,3723,991,92,81,-55,36.5,487,122
"496",28220,"Malus prunifolia","Rosaceae","Rosales","Magnoliopsida","Spermatophytina","Maxent prediction",44,88.99999892,134.9999987,20.99999955,53.99999942,123.2499988,53.74999942,37.49999949,32.99999987,-18.6,6.2,23.6,3,-33.7,-10.3,9.2,-10.9,-262,-20,164,-40,14,65,274,83,2358,499,0,649,0,126,1050,122,0,1,92,2,14,28,0,32,0,96,355,55,0,60,82,1,-3.9,18.3,-28.2,46.5,436,13.9,3507,1298,95,74,-54,38.5,506,143
"498",34869,"Phoenix loureiroi","Arecaceae","Arecales","Liliopsida","Spermatophytina","Maxent prediction",57,60.49999904,126.9999988,4.49999962,37.49999949,74.24999898,37.24999949,20.99999956,32.99999987,-11.3,1.3,16.1,5.2,-19.4,-6.9,4,-5.5,-153,-28,101,-2,22,46,26,13,1385,395,1,276,1,31,478,82,0,0,72,0,22,33,1,7,0,70,313,69,0,52,286,62,-2.1,11.3,-17.3,28.7,108,73.6,2057,592,72,63,-42.9,30.9,452,400
